m,TagName,
"2012-04-01 00:00:00","r","840"
"2012-04-01 00:00:00","ruby","1969"
"2012-04-01 00:00:00","swift","5"
"2012-05-01 00:00:00","assembly","227"
"2012-05-01 00:00:00","c","2482"
"2012-05-01 00:00:00","c#","11575"
"2012-05-01 00:00:00","c++","4991"
"2012-05-01 00:00:00","delphi","480"
"2012-05-01 00:00:00","go","69"
"2012-05-01 00:00:00","java","12178"
"2012-05-01 00:00:00","javascript","11520"
"2012-05-01 00:00:00","perl","643"
"2012-05-01 00:00:00","php","10930"
"2012-05-01 00:00:00","python","5097"
"2012-05-01 00:00:00","r","874"
"2012-05-01 00:00:00","ruby","1977"
"2012-05-01 00:00:00","swift","6"
"2012-06-01 00:00:00","assembly","201"
"2012-06-01 00:00:00","c","2310"
"2012-06-01 00:00:00","c#","11321"
"2012-06-01 00:00:00","c++","4651"
"2012-06-01 00:00:00","delphi","418"
"2012-06-01 00:00:00","go","72"
"2012-06-01 00:00:00","java","11100"
"2012-06-01 00:00:00","javascript","11231"
"2012-06-01 00:00:00","perl","740"
"2012-06-01 00:00:00","php","10572"
"2012-06-01 00:00:00","python","5276"
"2012-06-01 00:00:00","r","974"
"2012-06-01 00:00:00","ruby","1889"
"2012-06-01 00:00:00","swift","4"
"2012-07-01 00:00:00","assembly","201"
"2012-07-01 00:00:00","c","2371"
"2012-07-01 00:00:00","c#","12314"
"2012-07-01 00:00:00","c++","5276"
"2012-07-01 00:00:00","delphi","440"
"2012-07-01 00:00:00","go","76"
"2012-07-01 00:00:00","java","12244"
"2012-07-01 00:00:00","javascript","12310"
"2012-07-01 00:00:00","perl","666"
"2012-07-01 00:00:00","php","11731"
"2012-07-01 00:00:00","python","5724"
"2012-07-01 00:00:00","r","1119"
"2012-07-01 00:00:00","ruby","2060"
"2012-07-01 00:00:00","swift","9"
"2012-08-01 00:00:00","assembly","189"
"2012-08-01 00:00:00","c","2317"
"2012-08-01 00:00:00","c#","11940"
"2012-08-01 00:00:00","c++","5158"
"2012-08-01 00:00:00","delphi","403"
"2012-08-01 00:00:00","go","72"
"2012-08-01 00:00:00","java","12247"
"2012-08-01 00:00:00","javascript","12430"
"2012-08-01 00:00:00","perl","762"
"2012-08-01 00:00:00","php","11880"
"2012-08-01 00:00:00","python","5859"
"2012-08-01 00:00:00","r","1089"
"2012-08-01 00:00:00","ruby","2060"
"2012-08-01 00:00:00","swift","5"
"2012-09-01 00:00:00","assembly","225"
"2012-09-01 00:00:00","c","2528"
"2012-09-01 00:00:00","c#","11268"
"2012-09-01 00:00:00","c++","4908"
"2012-09-01 00:00:00","delphi","385"
"2012-09-01 00:00:00","go","130"
"2012-09-01 00:00:00","java","11611"
"2012-09-01 00:00:00","javascript","11168"
"2012-09-01 00:00:00","perl","662"
"2012-09-01 00:00:00","php","10978"
"2012-09-01 00:00:00","python","5248"
"2012-09-01 00:00:00","r","1058"
"2012-09-01 00:00:00","ruby","1956"
"2012-09-01 00:00:00","swift","7"
"2012-10-01 00:00:00","assembly","314"
"2012-10-01 00:00:00","c","3151"
"2012-10-01 00:00:00","c#","12715"
"2012-10-01 00:00:00","c++","5908"
"2012-10-01 00:00:00","delphi","478"
"2012-10-01 00:00:00","go","101"
"2012-10-01 00:00:00","java","13484"
"2012-10-01 00:00:00","javascript","12418"
"2012-10-01 00:00:00","perl","683"
"2012-10-01 00:00:00","php","11768"
"2012-10-01 00:00:00","python","6126"
"2012-10-01 00:00:00","r","1267"
"2012-10-01 00:00:00","ruby","2255"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3190"
"2012-11-01 00:00:00","c#","12231"
"2012-11-01 00:00:00","c++","6267"
"2012-11-01 00:00:00","delphi","443"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13595"
"2012-11-01 00:00:00","javascript","12329"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11761"
"2012-11-01 00:00:00","python","6390"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2130"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2563"
"2012-12-01 00:00:00","c#","10946"
"2012-12-01 00:00:00","c++","5681"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12406"
"2012-12-01 00:00:00","javascript","11739"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11038"
"2012-12-01 00:00:00","python","5748"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","c","2904"
"2013-01-01 00:00:00","c#","12750"
"2013-01-01 00:00:00","c++","6037"
"2013-01-01 00:00:00","delphi","481"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13696"
"2013-01-01 00:00:00","javascript","13785"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","php","12842"
"2013-01-01 00:00:00","python","6562"
"2013-01-01 00:00:00","r","1507"
"2013-01-01 00:00:00","ruby","2306"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3092"
"2013-02-01 00:00:00","c#","12477"
"2013-02-01 00:00:00","c++","6062"
"2013-02-01 00:00:00","delphi","448"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13681"
"2013-02-01 00:00:00","javascript","13613"
"2013-02-01 00:00:00","perl","746"
"2013-02-01 00:00:00","php","12525"
"2013-02-01 00:00:00","python","6725"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2215"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3438"
"2013-03-01 00:00:00","c#","14226"
"2013-03-01 00:00:00","c++","7173"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15888"
"2013-03-01 00:00:00","javascript","15274"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14076"
"2013-03-01 00:00:00","python","7611"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3522"
"2013-04-01 00:00:00","c#","13871"
"2013-04-01 00:00:00","c++","7111"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16200"
"2013-04-01 00:00:00","javascript","15300"
"2013-04-01 00:00:00","perl","838"
"2013-04-01 00:00:00","php","13372"
"2013-04-01 00:00:00","python","7922"
"2013-04-01 00:00:00","r","1835"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3188"
"2013-05-01 00:00:00","c#","13445"
"2013-05-01 00:00:00","c++","6822"
"2013-05-01 00:00:00","delphi","535"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15244"
"2013-05-01 00:00:00","javascript","15026"
"2013-05-01 00:00:00","perl","902"
"2013-05-01 00:00:00","php","13045"
"2013-05-01 00:00:00","python","7796"
"2013-05-01 00:00:00","r","1779"
"2013-05-01 00:00:00","ruby","2338"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","294"
"2013-06-01 00:00:00","c","2933"
"2013-06-01 00:00:00","c#","12764"
"2013-06-01 00:00:00","c++","6181"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13896"
"2013-06-01 00:00:00","javascript","14574"
"2013-06-01 00:00:00","perl","827"
"2013-06-01 00:00:00","php","12676"
"2013-06-01 00:00:00","python","7587"
"2013-06-01 00:00:00","r","1776"
"2013-06-01 00:00:00","ruby","2220"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","c","3006"
"2013-07-01 00:00:00","c#","14148"
"2013-07-01 00:00:00","c++","6570"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15150"
"2013-07-01 00:00:00","javascript","16779"
"2013-07-01 00:00:00","perl","951"
"2013-07-01 00:00:00","php","14263"
"2013-07-01 00:00:00","python","8599"
"2013-07-01 00:00:00","r","1967"
"2013-07-01 00:00:00","ruby","2437"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","211"
"2013-08-01 00:00:00","c","3003"
"2013-08-01 00:00:00","c#","13827"
"2013-08-01 00:00:00","c++","6239"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15031"
"2013-08-01 00:00:00","javascript","16802"
"2013-08-01 00:00:00","perl","835"
"2013-08-01 00:00:00","php","14273"
"2013-08-01 00:00:00","python","7932"
"2013-08-01 00:00:00","r","1918"
"2013-08-01 00:00:00","ruby","2479"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3387"
"2013-09-01 00:00:00","c#","13737"
"2013-09-01 00:00:00","c++","6542"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16236"
"2013-09-01 00:00:00","javascript","17663"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14218"
"2013-09-01 00:00:00","python","7956"
"2013-09-01 00:00:00","r","1711"
"2013-09-01 00:00:00","ruby","2388"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","378"
"2013-10-01 00:00:00","c","4232"
"2013-10-01 00:00:00","c#","15173"
"2013-10-01 00:00:00","c++","7961"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18669"
"2013-10-01 00:00:00","javascript","19683"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15275"
"2013-10-01 00:00:00","python","9476"
"2013-10-01 00:00:00","r","2087"
"2013-10-01 00:00:00","ruby","2788"
"2013-10-01 00:00:00","swift","9"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4281"
"2013-11-01 00:00:00","c#","14569"
"2013-11-01 00:00:00","c++","8119"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18725"
"2013-11-01 00:00:00","javascript","18462"
"2013-11-01 00:00:00","perl","819"
"2013-11-01 00:00:00","php","14855"
"2013-11-01 00:00:00","python","9482"
"2013-11-01 00:00:00","r","2187"
"2013-11-01 00:00:00","ruby","2574"
"2013-11-01 00:00:00","swift","6"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3498"
"2013-12-01 00:00:00","c#","13604"
"2013-12-01 00:00:00","c++","7002"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17426"
"2013-12-01 00:00:00","javascript","17986"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14405"
"2013-12-01 00:00:00","python","8447"
"2013-12-01 00:00:00","r","1907"
"2013-12-01 00:00:00","ruby","2442"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3729"
"2014-01-01 00:00:00","c#","15308"
"2014-01-01 00:00:00","c++","7686"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18629"
"2014-01-01 00:00:00","javascript","21082"
"2014-01-01 00:00:00","perl","810"
"2014-01-01 00:00:00","php","16748"
"2014-01-01 00:00:00","python","9827"
"2014-01-01 00:00:00","r","2346"
"2014-01-01 00:00:00","ruby","2758"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3967"
"2014-02-01 00:00:00","c#","15097"
"2014-02-01 00:00:00","c++","7659"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19196"
"2014-02-01 00:00:00","javascript","21103"
"2014-02-01 00:00:00","perl","793"
"2014-02-01 00:00:00","php","16479"
"2014-02-01 00:00:00","python","9884"
"2014-02-01 00:00:00","r","2618"
"2014-02-01 00:00:00","ruby","2601"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","451"
"2014-03-01 00:00:00","c","4552"
"2014-03-01 00:00:00","c#","16137"
"2014-03-01 00:00:00","c++","8660"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21924"
"2014-03-01 00:00:00","javascript","22595"
"2014-03-01 00:00:00","perl","908"
"2014-03-01 00:00:00","php","18271"
"2014-03-01 00:00:00","python","11409"
"2014-03-01 00:00:00","r","2806"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c","4001"
"2014-04-01 00:00:00","c#","15263"
"2014-04-01 00:00:00","c++","8113"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20795"
"2014-04-01 00:00:00","javascript","21351"
"2014-04-01 00:00:00","perl","821"
"2014-04-01 00:00:00","php","17583"
"2014-04-01 00:00:00","python","10741"
"2014-04-01 00:00:00","r","2730"
"2014-04-01 00:00:00","ruby","2743"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3251"
"2014-05-01 00:00:00","c#","13860"
"2014-05-01 00:00:00","c++","6769"
"2014-05-01 00:00:00","delphi","470"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17907"
"2014-05-01 00:00:00","javascript","19709"
"2014-05-01 00:00:00","perl","795"
"2014-05-01 00:00:00","php","14691"
"2014-05-01 00:00:00","python","9228"
"2014-05-01 00:00:00","r","2580"
"2014-05-01 00:00:00","ruby","2672"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","268"
"2014-06-01 00:00:00","c","2765"
"2014-06-01 00:00:00","c#","12466"
"2014-06-01 00:00:00","c++","5659"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15879"
"2014-06-01 00:00:00","javascript","18246"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12972"
"2014-06-01 00:00:00","python","8905"
"2014-06-01 00:00:00","r","2398"
"2014-06-01 00:00:00","ruby","2332"
"2014-06-01 00:00:00","swift","2388"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2826"
"2014-07-01 00:00:00","c#","13658"
"2014-07-01 00:00:00","c++","6263"
"2014-07-01 00:00:00","delphi","445"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","java","17326"
"2014-07-01 00:00:00","javascript","20081"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14237"
"2014-07-01 00:00:00","python","9903"
"2014-07-01 00:00:00","r","2635"
"2014-07-01 00:00:00","ruby","2555"
"2014-07-01 00:00:00","swift","1634"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2673"
"2014-08-01 00:00:00","c#","12476"
"2014-08-01 00:00:00","c++","5876"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15707"
"2014-08-01 00:00:00","javascript","18425"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13174"
"2014-08-01 00:00:00","python","9106"
"2014-08-01 00:00:00","r","2474"
"2014-08-01 00:00:00","ruby","2462"
"2014-08-01 00:00:00","swift","1691"
"2014-09-01 00:00:00","assembly","282"
"2014-09-01 00:00:00","c","3229"
"2014-09-01 00:00:00","c#","12317"
"2014-09-01 00:00:00","c++","6182"
"2014-09-01 00:00:00","delphi","446"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16676"
"2014-09-01 00:00:00","javascript","18111"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13339"
"2014-09-01 00:00:00","python","8767"
"2014-09-01 00:00:00","r","2361"
"2014-09-01 00:00:00","ruby","2274"
"2014-09-01 00:00:00","swift","1899"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3802"
"2014-10-01 00:00:00","c#","12548"
"2014-10-01 00:00:00","c++","6836"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","381"
"2014-10-01 00:00:00","java","17884"
"2014-10-01 00:00:00","javascript","18907"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13593"
"2014-10-01 00:00:00","python","9581"
"2014-10-01 00:00:00","r","2777"
"2014-10-01 00:00:00","ruby","2343"
"2014-10-01 00:00:00","swift","2464"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c","3662"
"2014-11-01 00:00:00","c#","11870"
"2014-11-01 00:00:00","c++","6551"
"2014-11-01 00:00:00","delphi","427"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17839"
"2014-11-01 00:00:00","javascript","17967"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13030"
"2014-11-01 00:00:00","python","9565"
"2014-11-01 00:00:00","r","2705"
"2014-11-01 00:00:00","ruby","2116"
"2014-11-01 00:00:00","swift","2559"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3151"
"2014-12-01 00:00:00","c#","11078"
"2014-12-01 00:00:00","c++","6078"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16365"
"2014-12-01 00:00:00","javascript","16971"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12330"
"2014-12-01 00:00:00","python","9036"
"2014-12-01 00:00:00","r","2357"
"2014-12-01 00:00:00","ruby","2146"
"2014-12-01 00:00:00","swift","2487"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3207"
"2015-01-01 00:00:00","c#","11738"
"2015-01-01 00:00:00","c++","6127"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16526"
"2015-01-01 00:00:00","javascript","18520"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13601"
"2015-01-01 00:00:00","python","9677"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2427"
"2015-01-01 00:00:00","swift","3048"
"2015-02-01 00:00:00","assembly","357"
"2015-02-01 00:00:00","c","3363"
"2015-02-01 00:00:00","c#","11783"
"2015-02-01 00:00:00","c++","6471"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16747"
"2015-02-01 00:00:00","javascript","18660"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","php","13516"
"2015-02-01 00:00:00","python","10196"
"2015-02-01 00:00:00","r","2970"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3235"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3917"
"2015-03-01 00:00:00","c#","13268"
"2015-03-01 00:00:00","c++","7388"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19755"
"2015-03-01 00:00:00","javascript","20536"
"2015-03-01 00:00:00","perl","639"
"2015-03-01 00:00:00","php","14912"
"2015-03-01 00:00:00","python","11600"
"2015-03-01 00:00:00","r","3564"
"2015-03-01 00:00:00","ruby","2460"
"2015-03-01 00:00:00","swift","3592"
"2015-04-01 00:00:00","assembly","441"
"2015-04-01 00:00:00","c","3950"
"2015-04-01 00:00:00","c#","13092"
"2015-04-01 00:00:00","c++","7143"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19798"
"2015-04-01 00:00:00","javascript","20897"
"2015-04-01 00:00:00","perl","576"
"2015-04-01 00:00:00","php","14967"
"2015-04-01 00:00:00","python","11442"
"2015-04-01 00:00:00","r","3329"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4015"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3521"
"2015-05-01 00:00:00","c#","13361"
"2015-05-01 00:00:00","c++","6814"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18535"
"2015-05-01 00:00:00","javascript","22145"
"2015-05-01 00:00:00","perl","529"
"2015-05-01 00:00:00","php","14580"
"2015-05-01 00:00:00","python","11211"
"2015-05-01 00:00:00","r","3427"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3797"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3165"
"2015-06-01 00:00:00","c#","13532"
"2015-06-01 00:00:00","c++","6517"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17845"
"2015-06-01 00:00:00","javascript","22614"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14369"
"2015-06-01 00:00:00","python","11805"
"2015-06-01 00:00:00","r","3429"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4323"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2813"
"2015-07-01 00:00:00","c#","14118"
"2015-07-01 00:00:00","c++","6699"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18692"
"2015-07-01 00:00:00","javascript","23969"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15376"
"2015-07-01 00:00:00","python","12314"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","swift","5144"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2570"
"2015-08-01 00:00:00","c#","13227"
"2015-08-01 00:00:00","c++","5868"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17090"
"2015-08-01 00:00:00","javascript","22163"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14247"
"2015-08-01 00:00:00","python","11223"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","ruby","2314"
"2015-08-01 00:00:00","swift","5086"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12922"
"2015-09-01 00:00:00","c++","5911"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","421"
"2015-09-01 00:00:00","java","16935"
"2015-09-01 00:00:00","javascript","21396"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13505"
"2015-09-01 00:00:00","python","10963"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","ruby","2158"
"2015-09-01 00:00:00","swift","4549"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3676"
"2015-10-01 00:00:00","c#","12792"
"2015-10-01 00:00:00","c++","7049"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","427"
"2015-10-01 00:00:00","java","18537"
"2015-10-01 00:00:00","javascript","21823"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","php","13909"
"2015-10-01 00:00:00","python","12481"
"2015-10-01 00:00:00","r","3679"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4295"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3613"
